Geneid	HMEC_C1
23065	2890
51154	490
246181	6
22977	18
100506730	59
8574	1048
54896	306
832	2580
100532736	0
440574	326
644068	5
4681	24
3362	2
255104	96
54546	0
23252	241
30814	0
5320	0
5322	0
26279	0
64600	0
391013	0
127733	0
101928017	0
127731	0
339505	0
55450	429
79594	345
163933	1
978	1308
65018	904
102464833	0
100861548	54
1650	3538
57576	10
400745	70
50809	3154
8672	2190
100302155	8
1889	4349
100506801	13
84224	166
249	0
5909	11
84196	911
401944	1
3339	2474
23436	0
10136	0
101928043	3
29092	110
998	4408
54361	5
100616433	0
9923	363
2046	0
102466615	0
712	0
714	0
713	0
2048	440
100616391	0
100422914	0
646262	0
729059	4
23028	1515
100422866	0
100616177	0
7798	1917
3352	18
100996511	71
10236	1313
80818	427
148898	43
6920	8
55616	1412
1870	17
101928163	0
3399	1340
259283	0
6135	4009
6924	774
100506963	10
57095	503
11313	643
2582	639
3155	605
2517	291
1269	1
100616492	0
55629	1006
10772	1093
127294	15
58985	8
163702	42
284632	0
57822	7
90529	163
57185	1238
100750325	4
11123	644
100506985	214
400746	0
10250	1140
25932	20083
864	18
102465437	0
100616365	0
25949	358
57035	647
6007	21
23585	514
6006	50
55219	551
26119	439
57134	6
57190	2193
56181	509
646471	30
79000	87
164091	436
3925	1160
100500808	0
5051	181
2134	1
7780	0
105376910	0
84676	1
149420	122
79927	0
105376887	0
51042	56
10256	7
378807	0
101928303	0
64793	495
83442	4148
91544	80
1043	0
55057	2
257101	0
79727	0
79947	557
101928324	6
3151	3056
6195	609
100302190	0
101928728	43
8289	1579
55650	351
84243	404
2810	297
54707	465
63906	87
10726	685
8431	0
126695	5
388610	742
115572	228
6548	362
23038	848
84065	347
644961	30
100887744	0
84958	6
9064	778
8547	1
388611	0
2827	121
10163	3681
27245	248
2268	0
2537	402
199870	213
23673	1336
5511	676
677774	3
9473	418
6118	346
27293	0
55113	321
2140	644
5724	3
22826	929
93974	113
83667	209
54797	241
65979	473
1104	595
8420	299
6080	537
26768	945
54952	182
85028	213
692212	7
677838	18
677825	14
692073	40
115273	1
6883	339
26824	55
10691	192
105376911	0
51441	1129
4985	0
2035	170
399474	249
6429	794
51102	118
10076	211
101928460	0
101929406	0
4146	0
100129196	9
7805	43
100616164	0
400748	0
9672	1000
9698	1980
692234	0
692235	0
692200	5
79570	14
9410	655
51538	599
2170	29
347735	78
149086	0
284551	0
64129	327
3061	2
553115	1259
1307	577
576	112
100423028	0
90853	1036
8073	3815
10657	2601
55116	277
100847018	0
23633	4305
200081	1651
79140	50
56063	98
55721	47
149069	13
8668	2398
339483	28
84734	2
3932	0
3065	1226
65108	307
100128071	26
81629	43
55108	923
728116	0
653121	390
339487	208
5928	1596
81493	285
57648	376
8565	1244
64766	553
252995	8
3208	0
113452	216
127544	535
204	1292
113451	112
55223	219
149076	279
127550	3
1912	5355
100500853	1
101929464	5
7579	218
114784	1
127540	0
402779	0
84970	0
693137	0
2709	1
127534	0
2707	0
2701	0
113444	237
58512	0
653160	18
100506144	253
9204	417
79830	890
6421	3302
9202	1060
79932	851
23154	607
339488	14
5690	1736
127703	127
63967	170
192670	409
26523	997
192669	1142
27285	0
54936	220
1296	214
27095	472
55700	1372
9967	1341
79729	98
55194	1079
83931	176
84967	139
127700	153
64960	792
1441	1
2899	0
100422898	0
728431	38
80149	796
102465438	3
64769	661
100847010	1
79753	256
7802	6
29889	1174
284654	0
54955	285
55143	420
284656	0
149175	362
79693	563
127687	610
4520	544
3633	149
10946	890
2275	135
51118	468
5453	0
100500801	0
339442	2
64121	620
100527950	1
26292	3
81025	0
54933	11
79647	1787
4725	811
23499	7841
643314	1623
105378950	3
353500	12
728448	2
8761	3708
101929516	16
677834	9
26508	0
84618	1
51440	0
10450	540
656	36
64064	0
105378951	0
101929536	0
54802	194
4610	7
84879	764
10487	9170
5538	1775
6018	1143
127391	0
10269	1413
1298	41
64744	1137
65243	161
339559	71
64789	22
127396	54
9783	12
100130557	12
4802	273
407034	0
407031	0
9132	4
163732	1240
1503	1300
100507178	29
200172	29
22955	338
100132074	0
1907	0
59269	575
2981	0
2980	0
22887	1441
284716	0
84217	7
79717	332
728621	13
10465	121
4904	4087
149461	0
64175	3133
79078	126
100129924	11
374969	51
114625	131
51058	116
339539	0
6513	2962
440584	2
105378684	2
440585	0
10969	711
102465439	0
149465	11
128218	0
149466	0
7075	19
4352	10
991	1488
64834	860
102466723	0
112950	555
23334	1009
102465440	0
81888	10
5792	1999
9682	654
100132774	37
6487	502
101929592	2
102464830	1
9048	64
9670	901
1802	376
533	1674
8704	1522
149473	65
6536	210
128209	21
105378952	0
55929	168
79033	805
100874278	26
55182	460
100847089	0
79639	55
339541	3
26828	76
26830	3
11004	1508
6202	16498
26811	55
94161	20
94162	0
94163	4
266675	14
1263	539
343521	36
149478	64
8643	18
8891	399
79654	598
7389	1352
57643	122
400752	3
84842	25
4595	114
114034	189
10420	128
126661	48
25974	141
5052	5648
10327	661
4678	257
149483	29
60313	2558
728963	15
51249	364
3652	252
23139	861
8503	244
101929626	0
10103	8
55624	1467
541468	15
8438	93
10489	2047
7388	884
387338	295
2166	13
729041	0
101929651	0
127343	0
100507423	3
148930	0
8569	196
148932	238
64756	455
374973	2
100130197	4
9813	3317
1580	0
163720	0
1579	0
260293	1
199974	1
284541	3
100874253	0
10158	0
6886	1
6491	507
51727	3683
102724077	8
2301	0
84793	17
2306	51
388630	1
391037	0
200010	0
54558	21
84871	0
79656	0
101929721	0
100874313	0
1996	0
63950	4
11124	1229
1031	185
100616189	0
102466656	0
284546	1
26994	2832
22996	7
102724097	0
2060	1815
114883	1454
4898	3777
100313892	0
5865	2330
51060	971
112970	0
104355143	2
91408	943
9372	1334
200014	394
4998	77
84950	295
23318	664
105378722	1
2882	0
348378	0
65260	245
79699	1544
440590	0
55268	44
6342	607
100616156	0
100616458	0
100616145	0
127435	0
6512	0
1376	570
54987	414
4116	103
100507564	2
7804	1649
163742	0
63948	0
148979	210
105369175	54
55706	1087
54432	413
1733	4
51668	442
115353	569
388633	0
9528	2719
127428	124
100616315	0
200008	0
606495	46
51253	869
23648	187
619518	10
26027	24
338094	0
374977	0
100527960	0
7268	5
25973	122
55001	0
163747	3
1718	3357
100126514	0
199964	3
7809	0
255738	0
23358	2037
100507634	2
100616272	0
8613	280
5563	30
199920	2
731	0
732	0
1600	0
101926890	0
115209	275
4070	917
114803	288
3725	1024
100131060	2
101926925	10
729467	4
55277	99
100616409	0
101926944	2
51361	1
1573	1
127795	0
101926964	0
100996570	0
4774	298
645030	1
414927	2
83941	255
10207	218
100422902	0
100422946	0
54596	0
163782	0
7398	934
85440	1513
27329	4
84938	148
199899	0
100996301	1
27022	10
102464823	0
29929	227
23421	270
84455	107
79469	1
5236	1807
4919	6
101927034	0
148581	0
57685	166
100616338	0
55225	342
3716	5638
101927084	0
105378775	2
100500854	0
406893	0
205	592
9829	141
54741	1686
3953	708
5142	2328
101927139	0
84251	19
100422871	0
200132	0
10022	0
79819	50
57708	1017
23169	953
400757	0
149233	0
3595	9
26135	2587
1647	80
55970	10494
100289178	25
9077	7
79971	397
100302279	0
6121	0
55635	1567
101927220	7
57554	8
5301	0
55631	450
9295	2059
81573	919
11147	47
1491	123
101927244	0
5733	0
100132618	25
9406	1108
406962	19
100852410	0
257194	209
100852409	0
101927295	0
127255	8
100526835	0
8790	145
51086	1
105378804	0
105378803	0
127254	0
101927320	0
1429	327
127253	349
431707	0
204962	4
34	253
1744	17
5876	899
692085	31
26805	29
26804	14
4438	3
127247	0
101927342	0
256435	4
81849	8
102466995	0
10026	1403
26289	1174
26009	1861
23032	2208
374986	1305
374987	17
91624	186
8880	725
11080	344
54810	8
149047	0
5737	803
10964	42
10561	49
64123	0
101927412	0
23266	293
101927434	0
101927498	0
101927587	0
101927560	0
79739	167
5567	688
148418	10
391051	0
58511	0
80135	419
2787	650
100505741	22
1486	493
103695366	5
439927	0
117178	236
23566	371
255231	9
55283	0
126820	8
100616481	0
84144	5
148423	201
8915	521
646626	4
23576	1061
3491	2976
54680	372
255631	0
57489	310
102465842	0
9635	0
1179	0
22802	1
9629	0
105378828	10
51100	2293
9403	1663
9653	999
339524	7
101927844	0
105378832	0
8543	869
100505768	3
101927891	2
5586	1302
2959	213
56267	590
494115	329
2635	448
2633	172
2634	69
388646	6
115361	0
115362	4
729930	0
163351	0
400759	0
23507	41
84230	1032
400761	6
55144	725
105378846	16
492303	9
284695	116
343472	0
84146	1066
164045	2
8317	142
7049	302
676	0
253152	70
646817	0
284697	29
23285	161
388649	3
11146	163
79871	339
2672	9
7813	841
6125	8758
388650	334
6083	9
26782	12
22823	205
50999	2134
343099	200
100131564	101
1810	1545
54874	773
100126520	0
8412	3325
100129046	62
100126348	20
100189133	4
30836	695
2730	1928
24	6
9411	3433
5825	1208
2152	10722
101928079	4
100616321	0
126969	16
1266	2194
105378862	10
729970	10
199857	58
101928098	0
148534	5
100527978	3
101928118	0
25950	67
440594	0
100996635	0
102723661	0
101928241	0
58155	200
1806	1465
100873932	3
100873933	6
400765	10
100616452	0
406928	0
729987	0
51375	399
163404	0
100129620	0
9890	1
101928270	0
54873	2
391059	29
178	490
23443	503
64645	1694
163786	147
54482	124
127495	6
1629	713
100506007	3
8634	588
693138	3
8556	92
54112	0
100128787	0
7412	0
2135	326
148867	2265
51611	221
102606465	38
101928334	0
101928370	0
1901	0
104355286	0
118427	0
94236	0
1301	0
101928436	0
55599	84
280	2
648740	0
279	0
276	0
277	0
278	0
100129138	0
101928476	0
55170	138
22854	405
10451	281
102465839	0
100873946	2
29957	1944
148545	0
653149	0
284611	915
113802	12
55119	397
163479	3
6814	461
254268	2
642864	0
29899	665
23155	440
22911	409
6884	345
56900	990
677766	4928
127003	9
57535	0
6301	979
1952	28
84722	188
343263	0
6272	20
5686	554
284612	0
127002	52
284613	55
57463	10
83873	2
2773	1898
406974	13
2780	58
271	1255
2948	53
2946	7
2944	0
2949	0
2947	54
79574	0
1435	136
10768	2503
85369	367
257	35
104355139	0
164153	0
388662	1
100873974	1
3749	193
440600	1
64783	521
9122	1720
10542	742
101410535	1
84432	0
643160	0
440602	0
3744	0
3737	2
3738	0
963	6
55791	358
128338	626
10390	330
79961	7
1117	0
149620	0
27159	0
128344	0
441897	0
5016	12
79084	364
515	2107
128346	9
57413	0
140	0
100129269	1
5906	590
55924	84
100506343	8
101928718	4
11218	405
3752	0
100874295	0
100873995	0
643355	0
55917	522
100422976	2
7482	35
54879	156
829	4455
4343	662
389	2368
333926	42
284467	9
100996702	17
6566	1842
246182	6
100506392	35
100996251	10
9860	516
643441	0
260425	377
10745	381
54665	456
100287722	8
26191	614
440603	2
10717	299
64858	120
101928846	0
204851	1503
56944	942
148281	14
51592	862
10286	267
163259	36
270	0
4893	1929
7812	7835
80143	797
6847	0
7252	0
10100	0
4803	32
81839	732
845	0
4808	0
101928995	0
101928977	0
55356	138
126868	8
476	3824
84852	25
101929023	0
965	171
100616384	0
3321	89
100302117	0
388667	0
914	0
5738	1310
9398	3
101929099	0
8458	360
100126331	0
80263	63
79679	0
104355292	0
10905	1316
100996263	0
54855	27
54834	831
10885	587
200162	7
6913	27
10352	175
104472716	0
101929147	44
51179	0
100874270	0
3284	0
3283	0
128102	39
644242	38
90874	722
26227	477
3158	0
83998	0
343505	0
11085	0
4853	11746
9554	1973
105378954	2
728841	483
767846	24
100996724	512
101929796	155
101060684	206
100189005	19
101954277	22
653505	0
728855	2
101954264	0
100189257	0
105369199	0
100996721	0
100126488	0
101929798	0
2210	0
100996318	0
337875	1
653820	80
653464	425
100873165	3
647121	11
101929815	0
100189261	0
101954269	0
26863	19
791227	0
105369140	0
388692	0
100189142	0
100189326	0
199882	0
100189356	0
100132417	0
100996713	0
554282	2
100996712	15
101060524	0
730262	0
101954267	9
100189323	12
284565	1106
100189127	0
728945	0
105371215	0
1818	0
645166	2
647135	313
728833	83
101929805	0
102724235	3
103091866	39
645142	0
101954266	16
7214	14
100288142	283
100126510	0
101060254	0
101929780	31
653519	293
5174	11
11126	22
27246	427
10623	478
200035	26
10401	1648
102466191	2
148741	0
8515	144
8799	426
114814	27
9939	772
128077	2521
84265	193
284615	89
10628	7182
148738	0
100189384	0
100189064	1
100188991	0
100189198	1
101954276	48
101928979	25
100132406	672
388677	926
170688	0
105371242	1
102724558	0
100288805	0
105373468	18
149013	166
728989	1
100189334	0
101447996	8
644861	0
5565	578
171423	81
2330	24
9557	810
100289211	0
607	161
51205	118
2702	9
2703	0
51463	94
100034743	9
100189140	0
26864	45
100189193	0
200030	179
101927468	0
100189056	5
100189307	0
100189174	0
100188998	0
100847044	8
101954273	0
102466225	1
26860	0
100132057	3
101954272	2
388685	29
644591	0
25832	1604
100996763	1150
440672	0
9659	2383
400818	565
653513	128
100996761	6
101060226	415
653598	0
57234	5
644634	0
100189228	0
102723955	0
100189059	0
440689	711
2209	2
101927767	0
653604	897
8370	6
105371405	1
126961	4
8337	24
337873	12
723790	26
333932	9
554313	5
8349	1203
8338	2503
317772	1118
51027	57
9900	708
10262	448
10903	368
56957	754
105373477	3
11311	585
51177	358
81611	739
23632	17
51107	1162
79630	10
148523	5
54460	850
9129	578
23248	832
80222	422
102465529	0
1893	900
100874054	6
54507	317
105371437	6
100422997	0
574406	66
4170	22007
2029	1176
55204	582
84072	0
1520	391
1513	97
405	882
9869	548
29956	4778
8416	29
55793	79
58497	303
149428	7
54964	89
56882	791
10962	530
126626	78
10500	78
100534012	0
79626	2
388695	153
79005	7
29765	6
6944	449
8394	2713
5710	1369
57592	846
5298	1303
5993	920
8991	0
5692	5325
23126	1838
57530	0
7286	39
693139	0
81609	1430
11189	4
284485	0
65005	474
51686	11
11022	175
339398	0
6097	2
100191040	3
100132111	0
284486	1
117145	203
6281	4685
441908	2
6282	2939
100131107	0
126637	0
7062	2
126638	0
388697	2
2312	1
339400	0
388698	0
49860	0
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	0
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6702	0
6706	0
101928009	0
149018	0
574414	0
4014	0
114771	0
57115	0
6280	148
6283	0
6279	49
338324	0
645922	0
6278	2
6277	25616
6276	5
6275	491
101928034	4
6274	57
6273	130
140576	5124
57402	1
6284	1198
6271	1
26097	295
23557	324
3608	3059
100189015	3
4881	90
102466879	0
65123	98
11000	0
343052	0
105371448	0
57459	58
9909	683
200186	328
27173	2833
102465441	0
148327	110
10899	1800
5872	1934
6232	7544
91181	8
100847024	0
7170	5003
100126346	0
388701	0
25912	1514
9898	2042
10456	1491
89872	0
57198	786
3570	155
126669	0
126668	0
55585	486
100874097	6
1141	19
103	5111
3782	31
10654	118
57326	327
90780	532
101928120	19
6464	7130
1163	906
100423020	6
80308	442
55891	1
51043	181
127579	3
149095	1
100505666	11
8751	1583
1945	107
1944	31
1942	27
55974	993
54344	605
200185	427
80128	56
4582	38
693235	2
7059	234
4580	209
2630	9
2629	66
10712	0
10067	0
1196	0
57657	0
5313	0
2224	4247
284618	8
23623	423
55870	2436
693140	0
645682	3
645676	32
55154	62
55249	730
7818	1404
100129405	25
54856	784
23208	543
6016	754
22889	558
677823	0
677771	2
339403	20
9181	1435
102465442	0
105371729	1
6746	3504
56893	646
28956	319
57111	0
92312	147
4000	7903
64218	28
9673	463
11243	191
100527963	2
632	0
79957	43
23381	1437
84283	76
112770	552
391104	0
7203	5237
128229	4
57127	0
10485	0
407046	0
4209	1014
128239	1130
164118	0
128240	1295
54865	287
101928177	0
60484	6
63827	10
10763	65
1382	8
81875	501
51093	311
79590	381
3068	7763
5546	662
9047	175
4914	18
3645	1
375033	130
149499	1
9826	1034
768220	1
440695	1
2117	682
360155	1
83416	0
83417	0
115352	0
79368	0
115350	0
922	0
55243	4289
646268	0
912	87
909	0
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	0
149628	0
3428	1250
9447	1
100189166	0
57863	3
100131825	0
2532	0
2205	0
441911	0
26476	0
127385	0
325	0
1401	0
54935	297
343413	1
56833	10
284677	61
391123	31
25790	12
100422852	0
8407	5731
57549	0
89886	0
100505633	0
93183	73
3766	0
3765	5
93185	1513
477	0
480	1
844	5
729867	12
8682	2034
50717	1306
5824	1507
4807	11
1314	9018
474338	26
23385	1882
57216	0
114836	0
8832	0
6504	0
962	0
57823	0
4063	0
51744	1
55600	0
101928372	0
142683	0
50848	1171
100131187	1
7391	523
257106	13
81607	0
126823	5
5202	179
4817	508
9191	395
51506	451
27005	306
5498	280
8703	508
9507	1018
4720	1298
2207	3
336	0
84134	172
100847090	0
9970	7
654790	0
4359	6
6391	1108
257177	106
100189373	1
100189407	0
100189402	1
100188997	0
100189412	1
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	4
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	0
2212	9
100189380	0
3310	6
100189018	1
100189011	0
100189126	2
2214	0
9103	0
3311	1
100189003	0
2215	0
2213	0
641311	0
84824	95
127943	59
11266	288
102724329	2
22926	1725
25903	81
9722	12
100616386	0
693141	0
284680	2
400793	17
117157	1
127933	9277
6675	3165
4921	8052
51478	525
339512	23
5999	227
8490	58
101928404	0
83540	516
100422212	0
5087	172
100505795	0
4009	0
6258	0
400794	0
440699	0
4259	1606
223	1047
440700	3
54499	1645
100147773	4
7371	853
100500832	0
149297	0
100126349	0
116123	1
57645	902
117143	194
387597	0
84944	4
10223	1
92235	1
101928484	0
5451	461
919	0
8804	1453
92241	10
100189211	1
100189019	0
9019	6229
55811	11
25874	1243
55827	1507
100313835	0
23432	1651
261726	1840
375035	180
84832	463
9095	31
693142	0
100505918	0
101928565	0
6846	0
6375	0
1805	0
79100	0
101978719	0
101928596	14
481	491
29922	486
8548	841
57821	8
10560	615
2153	2
6403	1
6402	3
6401	0
92342	76
55732	324
57147	249
22920	936
149281	0
100423010	0
100422839	0
284688	0
101928650	2
92344	295
5396	2082
80133	1
2328	0
100302178	0
100847009	0
388714	0
2327	0
2326	0
2329	12
7151	0
23215	3081
4653	0
8674	634
51603	386
26052	41
100874284	0
100628315	11
406996	0
100422882	0
406977	0
102724541	0
92346	0
5279	90
51430	1551
356	0
8995	203
7292	27
100506023	57
101928673	9
9588	5033
284525	0
730159	0
339416	0
27252	261
91687	216
55157	702
100506046	25
60674	1438
26769	1
26802	5
26774	26
26770	1
692198	4
26806	1
692197	4
692196	3
692195	0
619498	15
84614	82
462	1
149041	1136
102724601	0
9910	548
9293	2
101928696	2
27101	651
63931	162
63923	0
9674	0
7143	0
101928727	0
101928751	0
64326	659
677679	3
60676	7
460	0
574441	0
57795	0
102724661	0
101928778	0
89866	18
730102	79
100302401	9
9462	1546
400797	5
84066	0
105373472	3
400798	21
100616328	0
55103	2912
9068	47
9917	2439
64222	458
27	2517
6646	877
126859	4
7827	0
163589	0
148753	0
163590	3776
26092	1164
9857	2813
5768	11732
200058	116
89884	5
100527964	15
84320	429
100423032	0
148756	0
9213	734
57710	2
10228	577
3140	212
51278	383
101928973	0
100287948	0
777	0
127665	0
400799	0
2752	1900
127670	3
388719	2
353299	0
6041	71
6004	0
284648	0
85397	0
80896	58
1660	1558
81626	0
3915	16746
3918	21756
23057	777
284649	12
9887	1312
4688	15
10092	4426
23179	269
403314	2
23127	15
116461	527
102724846	0
81563	630
80267	2496
116496	2133
101929069	2
6045	635
81627	511
54823	122
10625	8380
100288079	6
101929093	0
83872	60
10216	8
7175	2250
54953	375
10896	11
102724919	4
5132	3
5743	5318
103752588	5
5321	279
104169671	0
101929766	0
339479	1
101929120	0
440704	0
64407	5
431704	0
5996	0
6003	0
100616345	6
5997	46
102724954	1
51377	479
6738	2052
51022	162
79577	1241
100302163	0
8707	7
101929184	2
343450	14
100616363	0
3075	6
10878	0
3078	0
10877	0
3080	0
81494	0
2165	0
259266	3502
360023	1320
23418	3
163486	557
388722	61
56956	0
140609	1575
127124	0
5788	0
100131234	18
406955	0
406995	0
102800316	0
104266961	3
400800	0
2494	75
554279	14
23528	1025
9928	1087
83479	255
101929224	1
23271	1470
2848	0
55765	14
23046	23
779	0
647219	0
252839	477
91156	2
5317	0
7139	0
3898	0
7135	0
23612	166
1465	3725
376693	9
89796	3327
100873949	2
100847050	0
100302158	0
55705	913
102466724	6
149345	154
25802	18
10440	470
6051	821
102465443	0
1999	0
9283	1
127829	185
5778	0
148713	0
59352	83
29089	180
4660	226
127833	6
10765	2754
100506696	24
641515	0
148709	7
5877	87
59349	465
51094	2134
51706	445
100506747	4
92703	1152
8497	29
4656	0
134	0
4608	0
1116	8
1118	0
100506775	0
730227	0
7832	0
2331	0
5549	0
26254	0
493	2583
677843	1
84719	4
54900	0
9877	3518
100381270	1433
6635	532
284573	0
9580	258
55224	299
101929441	1
5972	8
3814	121
127845	5
22874	253
127841	0
84919	1393
5287	19
100189122	11
100189425	0
4194	657
10446	0
23114	4
6900	0
388730	14
5929	465
25778	529
9911	30
81788	71
55220	0
284576	0
93273	1
101669762	0
105371697	0
442891	0
100189098	0
5129	13
284578	0
148808	3
2005	1441
85414	96
64710	4983
8934	385
254428	911
148811	8
284581	55
115019	5
103021296	7
103021295	0
338382	11
1510	0
440712	0
553	0
729533	64
23380	970
9641	82
102466202	0
83593	30
1939	841
8444	507
9261	1733
3586	0
29949	0
50604	1
11009	1019
9214	10
5284	0
83953	1
79098	4
5208	164
55432	347
725	0
722	0
1604	1343
1380	0
1378	2
1379	0
4179	3628
407026	1
407025	2
148696	4
947	6
105372883	2
5362	210
642587	0
406988	0
57172	26
3914	10299
100422894	3
50486	0
3290	326
80342	24
148304	35
3664	2
27042	481
255928	583
574036	12
56256	12
105373474	0
55733	36
3756	3
55758	221
7188	123
84791	41
343035	0
7779	177
4751	348
9926	1610
102723727	0
25896	305
51514	246
100131205	104
100422947	0
101929541	2
5525	723
692157	1
55248	338
29937	1062
101929565	0
467	9
149647	0
55509	14
25936	308
128387	176
149643	0
642946	19
28982	345
79805	10
90806	464
26750	822
100505832	1
100861504	0
5629	4
105372911	0
56950	487
5784	5824
1063	1954
3776	54
101929612	1
51133	1105
7399	9
102723833	0
2104	1
55105	270
128153	12
103752555	0
100885798	0
101929631	0
51018	292
728463	1
7042	1883
103611157	0
643723	70
127018	293
102723886	3
55532	0
2058	3130
10380	514
55699	2028
406997	0
406969	0
25782	1684
100302234	0
677818	0
6791	17
4139	134
79762	14
54996	43
64757	2
101929730	0
100873924	0
105373280	0
3142	107
400804	0
11221	366
101929771	1
100189378	0
79802	6
9015	146
100506161	4
375056	1591
64853	2017
148362	1426
400823	0
84976	94
7100	2
55061	0
164127	0
388743	0
824	9738
7159	535
105369195	11
441124	1
23219	1300
8560	1548
101927143	2
101927164	1
4931	176
100313769	0
29097	812
80232	2820
100616468	0
149111	119
127602	249
3930	819
55740	1847
6726	2669
2052	261
9725	356
10637	0
29920	749
102466270	0
7044	0
163859	482
3020	1640
64746	1357
83881	0
286826	122
142	1003
375057	0
3707	166
100506443	0
5664	58
56997	129
105379282	1
8476	2057
339500	74
100130093	27
65094	173
116841	432
105373289	4
339501	0
7483	4
100847072	0
101060022	0
89780	1
100506571	22
375	6718
100500810	0
79169	83
128308	455
2987	1504
57165	18
574432	3
200205	118
574407	0
84033	79
101927401	0
81559	228
102465444	0
51127	37
8290	3
92815	137
128312	22
100616308	0
149603	1101
100129094	0
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
58480	109
574029	31
100169768	0
105373132	19
5867	405
10638	0
126731	591
58	1
