Geneid	HMEC_C2
102465440	0
81888	9
5792	813
9682	397
100132774	21
6487	479
101929592	1
102464830	1
9048	73
9670	822
1802	483
533	3162
8704	2892
149473	59
6536	71
128209	19
105378952	0
55929	103
79033	982
100874278	9
55182	538
100847089	0
79639	118
339541	6
26828	210
26830	6
11004	988
6202	35014
26811	193
94161	31
94162	1
94163	9
266675	18
1263	430
343521	19
149478	48
8643	13
8891	422
79654	349
7389	2570
57643	58
400752	9
84842	10
4595	174
114034	170
10420	169
126661	51
25974	74
5052	7288
10327	1367
4678	119
149483	40
60313	3227
728963	7
51249	428
3652	146
23139	459
8503	160
101929626	0
10103	9
55624	1707
541468	20
8438	49
10489	2596
7388	2805
387338	251
2166	9
729041	0
101929651	0
127343	0
100507423	1
148930	0
8569	178
148932	202
64756	552
374973	3
100130197	13
9813	3744
1580	0
163720	0
1579	0
260293	0
199974	2
284541	3
100874253	0
10158	5
6886	0
6491	365
51727	7351
102724077	6
2301	0
84793	15
2306	11
388630	0
391037	0
200010	0
54558	31
84871	1
79656	0
101929721	0
100874313	0
1996	1
63950	0
11124	1267
1031	40
100616189	0
102466656	0
284546	0
26994	3667
22996	15
102724097	0
2060	2231
114883	2277
4898	3444
100313892	0
5865	1052
51060	1623
112970	0
104355143	2
91408	1350
9372	955
200014	383
4998	52
84950	132
23318	577
105378722	1
2882	0
348378	0
65260	249
79699	1405
440590	0
55268	45
6342	1291
100616156	0
100616458	0
100616145	0
127435	0
6512	1
1376	612
54987	712
4116	183
100507564	2
7804	1040
163742	0
63948	0
148979	95
105369175	40
55706	1072
54432	330
1733	14
51668	854
115353	732
388633	0
9528	4431
127428	112
100616315	0
200008	0
606495	19
51253	784
23648	113
619518	5
26027	7
338094	0
374977	0
100527960	0
7268	19
25973	130
55001	0
163747	7
1718	1848
100126514	0
199964	17
7809	0
255738	1
23358	1382
100507634	4
100616272	0
8613	346
5563	18
199920	0
731	0
732	0
1600	2
101926890	0
115209	294
4070	945
114803	354
3725	771
100131060	2
101926925	20
729467	0
55277	169
100616409	0
101926944	2
51361	1
1573	2
127795	0
101926964	0
100996570	0
4774	177
645030	2
414927	0
83941	499
10207	321
100422902	0
100422946	0
54596	0
163782	1
7398	853
85440	1084
27329	22
84938	185
199899	0
100996301	8
27022	7
102464823	0
29929	210
23421	556
84455	172
79469	1
5236	1436
4919	2
101927034	0
148581	1
57685	141
100616338	0
55225	676
3716	6390
101927084	2
105378775	0
100500854	0
406893	0
205	551
9829	146
54741	1466
3953	840
5142	2968
101927139	0
84251	17
100422871	0
200132	0
10022	0
79819	110
57708	1217
23169	672
400757	0
149233	0
3595	12
26135	1933
1647	56
55970	9333
100289178	16
9077	5
79971	113
100302279	0
6121	0
55635	802
101927220	2
57554	7
5301	0
55631	505
9295	1988
81573	1022
11147	48
1491	202
101927244	0
5733	0
100132618	31
9406	967
406962	6
100852410	4
257194	85
100852409	0
101927295	0
127255	19
100526835	0
8790	156
51086	0
105378804	0
105378803	0
127254	0
101927320	0
1429	225
127253	246
431707	0
204962	0
34	384
1744	7
5876	2240
692085	31
26805	23
26804	8
4438	3
127247	0
101927342	0
256435	1
81849	11
102466995	0
10026	2561
26289	1587
26009	2533
23032	1999
374986	1553
374987	27
91624	160
8880	707
11080	476
54810	12
149047	12
5737	1334
10964	96
10561	68
64123	0
101927412	0
23266	382
101927434	0
101927498	0
101927587	0
101927560	1
79739	179
5567	618
148418	1
391051	1
58511	0
80135	567
2787	794
100505741	38
1486	638
103695366	0
439927	0
117178	195
23566	387
255231	4
55283	0
126820	4
100616481	0
84144	6
148423	360
8915	444
646626	4
23576	1045
3491	884
54680	246
255631	0
57489	419
102465842	0
9635	0
1179	0
22802	0
9629	0
105378828	0
51100	3212
9403	2003
9653	867
339524	1
101927844	0
105378832	0
8543	1071
100505768	4
101927891	5
5586	1385
2959	434
56267	923
494115	354
2635	485
2633	171
2634	89
388646	4
115361	0
115362	15
729930	0
163351	0
400759	0
23507	27
84230	820
400761	3
55144	956
105378846	8
492303	10
284695	80
343472	1
84146	1408
164045	0
8317	150
7049	275
676	0
253152	65
646817	1
284697	24
23285	123
388649	0
11146	111
79871	527
2672	15
7813	768
6125	21461
388650	314
6083	5
26782	11
22823	206
50999	2954
343099	189
100131564	164
1810	2192
54874	1217
100126520	0
8412	3228
100129046	19
100126348	16
100189133	12
30836	707
2730	1609
24	8
9411	2493
5825	1518
2152	12143
101928079	14
100616321	0
126969	9
1266	2286
105378862	11
729970	11
199857	69
101928098	1
148534	6
100527978	4
101928118	1
25950	83
440594	0
100996635	0
102723661	0
101928241	2
58155	289
1806	1734
100873932	1
100873933	5
400765	10
100616452	0
406928	0
729987	0
51375	288
163404	0
100129620	0
9890	0
101928270	0
54873	8
391059	58
178	561
23443	566
64645	2745
163786	134
54482	209
127495	15
1629	752
100506007	0
8634	646
693138	0
8556	97
54112	0
100128787	0
7412	2
2135	384
148867	2953
51611	385
102606465	58
101928334	0
101928370	0
1901	5
104355286	0
118427	0
94236	0
1301	0
101928436	0
55599	125
280	4
648740	4
279	0
276	0
277	1
278	0
100129138	0
101928476	0
55170	81
22854	137
10451	463
102465839	0
100873946	0
29957	2236
148545	0
653149	0
284611	868
113802	13
55119	247
163479	4
6814	476
254268	4
642864	0
29899	490
23155	380
22911	268
6884	352
56900	1723
677766	14918
127003	3
57535	1
6301	1252
1952	5
84722	114
343263	0
6272	17
5686	1516
284612	0
127002	26
284613	31
57463	15
83873	3
2773	2775
406974	4
2780	17
271	1331
2948	56
2946	22
2944	0
2949	0
2947	69
79574	0
1435	106
10768	2500
85369	215
257	25
104355139	0
164153	0
388662	0
100873974	1
3749	111
440600	11
64783	385
9122	3074
10542	640
101410535	3
84432	0
643160	0
440602	0
3744	0
3737	0
3738	0
963	2
55791	586
128338	1226
10390	550
79961	9
1117	0
149620	0
27159	0
128344	0
441897	0
5016	29
79084	227
515	3326
128346	13
57413	0
140	0
100129269	1
5906	679
55924	51
100506343	16
101928718	2
11218	338
3752	0
100874295	0
100873995	0
643355	0
55917	332
100422976	3
7482	24
54879	186
829	5060
4343	476
389	1958
333926	50
284467	3
100996702	66
6566	1950
246182	2
100506392	49
100996251	12
9860	537
643441	1
260425	322
10745	314
54665	545
100287722	3
26191	553
440603	1
10717	327
64858	68
101928846	1
204851	1231
56944	720
148281	11
51592	891
10286	685
163259	30
270	4
4893	1969
7812	8946
80143	1348
6847	0
7252	0
10100	0
4803	35
81839	572
845	0
4808	0
101928995	0
101928977	0
55356	117
126868	3
476	1509
84852	21
101929023	0
965	271
100616384	0
3321	70
100302117	0
388667	0
914	0
5738	991
9398	0
101929099	0
8458	273
100126331	0
80263	52
79679	0
104355292	0
10905	1233
100996263	0
54855	30
54834	719
10885	788
200162	9
6913	19
10352	252
104472716	0
101929147	24
51179	0
100874270	0
3284	0
3283	0
128102	25
644242	55
90874	425
26227	330
3158	0
83998	0
343505	0
11085	0
4853	5998
9554	1793
105378954	5
728841	603
767846	12
100996724	377
101929796	88
101060684	186
100189005	55
101954277	32
653505	0
728855	8
101954264	5
100189257	0
105369199	0
100996721	0
100126488	7
101929798	0
2210	0
100996318	0
337875	0
653820	48
653464	286
100873165	3
647121	23
101929815	0
100189261	0
101954269	0
26863	77
791227	0
105369140	0
388692	0
100189142	0
100189326	0
199882	0
100189356	0
100132417	0
100996713	0
554282	0
100996712	19
101060524	0
730262	0
101954267	34
100189323	31
284565	1081
100189127	0
728945	0
105371215	0
1818	0
645166	7
647135	250
728833	43
101929805	0
102724235	4
103091866	39
645142	0
101954266	65
7214	69
100288142	291
100126510	0
101060254	0
101929780	20
653519	457
5174	17
11126	7
27246	453
10623	625
200035	75
10401	1039
102466191	0
148741	0
8515	165
8799	640
114814	23
9939	556
128077	1770
84265	176
284615	79
10628	19525
148738	0
100189384	0
100189064	0
100188991	0
100189198	0
101954276	105
101928979	17
100132406	576
388677	820
170688	0
105371242	0
102724558	0
100288805	0
105373468	8
149013	163
728989	0
100189334	0
101447996	28
644861	1
5565	865
171423	73
2330	25
9557	758
100289211	0
607	110
51205	148
2702	6
2703	0
51463	159
100034743	16
100189140	0
26864	78
100189193	0
200030	152
101927468	0
100189056	9
100189307	0
100189174	0
100188998	0
100847044	58
101954273	1
102466225	1
26860	1
100132057	6
101954272	7
388685	41
644591	1
25832	1207
100996763	810
440672	1
9659	3707
400818	478
653513	198
100996761	5
101060226	477
653598	0
57234	6
644634	0
100189228	0
102723955	0
100189059	0
440689	967
2209	1
101927767	0
653604	634
8370	31
105371405	1
126961	1
8337	37
337873	12
723790	29
333932	4
554313	12
8349	1910
8338	6299
317772	1120
51027	49
9900	495
10262	189
10903	580
56957	289
105373477	0
11311	446
51177	630
81611	417
23632	14
51107	2019
79630	20
148523	17
54460	2280
9129	730
23248	486
80222	452
102465529	0
1893	556
100874054	15
54507	147
105371437	2
100422997	0
574406	33
4170	14851
2029	1868
55204	802
84072	0
1520	581
1513	91
405	749
9869	559
29956	5209
8416	19
55793	51
58497	345
149428	3
54964	38
56882	537
10962	747
126626	56
10500	45
100534012	0
79626	5
388695	212
79005	34
29765	17
6944	1167
8394	2346
5710	1304
57592	796
5298	817
5993	1301
8991	0
5692	9314
23126	1096
57530	0
7286	45
693139	0
81609	869
11189	3
284485	0
65005	527
51686	13
11022	120
339398	0
6097	6
100191040	2
100132111	0
284486	0
117145	192
6281	5391
441908	0
6282	2442
100131107	0
126637	0
7062	0
126638	4
388697	0
2312	0
339400	0
388698	1
49860	0
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	0
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6702	0
6706	0
101928009	0
149018	0
574414	1
4014	0
114771	0
57115	0
6280	347
6283	3
6279	97
338324	0
645922	0
6278	3
6277	50152
6276	14
6275	1312
101928034	1
6274	79
6273	474
140576	8311
57402	0
6284	3282
6271	20
26097	256
23557	552
3608	4093
100189015	6
4881	145
102466879	0
65123	18
11000	0
343052	0
105371448	0
57459	20
9909	399
200186	237
27173	3127
102465441	0
148327	150
10899	3212
5872	2036
6232	29683
91181	17
100847024	0
7170	5067
100126346	0
388701	0
25912	1306
9898	1914
10456	2554
89872	0
57198	507
3570	155
126669	1
126668	1
55585	501
100874097	2
1141	5
103	3507
3782	28
10654	56
57326	219
90780	481
101928120	6
6464	7534
1163	986
100423020	0
80308	449
55891	0
51043	237
127579	2
149095	0
100505666	9
8751	2065
1945	196
1944	52
1942	36
55974	2668
54344	1650
200185	970
80128	46
4582	32
693235	4
7059	146
4580	511
2630	4
2629	15
10712	0
10067	0
1196	0
57657	0
5313	1
2224	5017
284618	4
23623	485
55870	2075
693140	0
645682	3
645676	45
55154	66
55249	732
7818	2946
100129405	34
54856	567
23208	496
6016	921
22889	674
677823	1
677771	0
339403	3
9181	818
102465442	1
105371729	0
6746	8298
56893	381
28956	443
57111	0
92312	135
4000	9925
64218	28
9673	254
11243	219
100527963	0
632	0
79957	28
23381	2136
84283	118
112770	742
391104	0
7203	6954
128229	2
57127	0
10485	1
407046	0
4209	420
128239	253
164118	1
128240	1843
54865	171
101928177	0
60484	11
63827	0
10763	33
1382	4
81875	675
51093	422
79590	724
3068	11437
5546	466
9047	83
4914	17
3645	1
375033	139
149499	1
9826	443
768220	0
440695	1
2117	541
360155	3
83416	0
83417	0
115352	1
79368	0
115350	0
922	0
55243	1554
646268	0
912	111
909	1
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	0
149628	0
3428	971
9447	1
100189166	0
57863	3
100131825	0
2532	0
2205	0
441911	0
26476	0
127385	0
325	0
1401	0
54935	352
343413	0
56833	4
284677	37
391123	45
25790	13
100422852	0
8407	3185
57549	0
89886	0
100505633	0
93183	64
3766	0
3765	1
93185	2464
477	0
480	2
844	6
729867	5
8682	1476
50717	999
5824	1807
4807	5
1314	8159
474338	16
23385	1251
57216	1
114836	0
8832	0
6504	0
962	0
57823	0
4063	0
51744	1
55600	0
101928372	0
142683	0
50848	1712
100131187	0
7391	507
257106	23
81607	4
126823	6
5202	276
4817	769
9191	422
51506	1205
27005	163
5498	325
8703	600
9507	627
4720	939
2207	0
336	0
84134	147
100847090	0
9970	8
654790	0
4359	10
6391	839
257177	72
100189373	2
100189407	1
100189402	0
100188997	0
100189412	0
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	2
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	2
2212	5
100189380	0
3310	21
100189018	1
100189011	3
100189126	13
2214	2
9103	0
3311	1
100189003	0
2215	0
2213	0
641311	0
84824	112
127943	40
11266	417
102724329	5
22926	1772
25903	38
9722	1
100616386	0
693141	0
284680	0
400793	2
117157	0
127933	9440
6675	1940
4921	6196
51478	608
339512	19
5999	229
8490	83
101928404	0
83540	309
100422212	0
5087	105
100505795	0
4009	0
6258	0
400794	1
440699	0
4259	3505
223	817
440700	0
54499	2939
100147773	7
7371	567
100500832	0
149297	0
100126349	0
116123	0
57645	655
117143	321
387597	0
84944	0
10223	0
92235	0
101928484	1
5451	485
919	1
8804	2606
92241	7
100189211	3
100189019	0
9019	5303
55811	17
25874	1978
55827	1749
100313835	0
23432	1074
261726	3236
375035	86
84832	189
9095	42
693142	0
100505918	0
101928565	0
6846	0
6375	3
1805	0
79100	0
101978719	1
101928596	32
481	601
29922	643
8548	974
57821	12
10560	1172
2153	7
6403	0
6402	0
6401	0
92342	133
55732	239
57147	154
22920	1216
149281	0
100423010	0
100422839	0
284688	0
101928650	7
92344	427
5396	2053
80133	11
2328	0
100302178	0
100847009	0
388714	0
2327	0
2326	0
2329	25
7151	0
23215	2096
4653	0
8674	1160
51603	228
26052	17
100874284	0
100628315	3
406996	0
100422882	0
406977	0
102724541	0
92346	0
5279	131
51430	1565
356	0
8995	188
7292	18
100506023	42
101928673	9
9588	7403
284525	2
730159	0
339416	4
27252	239
91687	189
55157	400
100506046	16
60674	4795
26769	1
26802	7
26774	47
26770	9
692198	14
26806	13
692197	4
692196	17
692195	0
619498	30
84614	74
462	3
149041	793
102724601	0
9910	694
9293	3
101928696	0
27101	829
63931	367
63923	0
9674	5
7143	0
101928727	0
101928751	0
64326	965
677679	8
60676	2
460	0
574441	0
57795	0
102724661	0
101928778	0
89866	36
730102	65
100302401	17
9462	1552
400797	7
84066	5
105373472	2
400798	11
100616328	0
55103	3208
9068	50
9917	2158
64222	287
27	1922
6646	703
126859	4
7827	0
163589	0
148753	0
163590	3385
26092	946
9857	2487
5768	16593
200058	110
89884	8
100527964	9
84320	430
100423032	0
148756	0
9213	575
57710	18
10228	697
3140	196
51278	663
101928973	0
100287948	0
777	0
127665	0
400799	0
2752	2775
127670	0
388719	0
353299	0
6041	72
6004	2
284648	3
85397	0
80896	61
1660	930
81626	0
3915	14514
3918	24952
23057	488
284649	8
9887	1248
4688	32
10092	3078
23179	215
403314	0
23127	12
116461	724
102724846	0
81563	662
80267	2166
116496	1394
101929069	0
6045	949
81627	740
54823	122
10625	7271
100288079	1
101929093	0
83872	53
10216	2
7175	1544
54953	708
10896	11
102724919	1
5132	2
5743	7163
103752588	11
5321	485
104169671	0
101929766	0
339479	0
101929120	0
440704	0
64407	3
431704	0
5996	0
6003	0
100616345	3
5997	105
102724954	2
51377	532
6738	2761
51022	300
79577	1261
100302163	0
8707	21
101929184	3
343450	4
100616363	0
3075	28
10878	0
3078	0
10877	0
3080	0
81494	1
2165	0
259266	2123
360023	2144
23418	3
163486	499
388722	62
56956	0
140609	1896
127124	0
5788	6
100131234	32
406955	7
406995	0
102800316	0
104266961	0
400800	0
2494	74
554279	14
23528	1045
9928	530
83479	262
101929224	11
23271	1208
2848	2
55765	6
23046	12
779	0
647219	0
252839	779
91156	0
5317	0
7139	0
3898	0
7135	0
23612	402
1465	3796
376693	1
89796	1170
100873949	1
100847050	0
100302158	0
55705	574
102466724	0
149345	204
25802	10
10440	439
6051	371
102465443	0
1999	3
9283	2
127829	167
5778	0
148713	0
59352	86
29089	264
4660	156
127833	3
10765	2503
100506696	47
641515	0
148709	2
5877	57
59349	485
51094	2908
51706	728
100506747	3
92703	1910
8497	16
4656	0
134	5
4608	0
1116	14
1118	0
100506775	0
730227	0
7832	0
2331	0
5549	0
26254	0
493	1215
677843	1
84719	0
54900	0
9877	3717
100381270	1155
6635	1221
284573	0
9580	142
55224	356
101929441	0
5972	23
3814	255
127845	5
22874	115
127841	0
84919	1543
5287	4
100189122	17
100189425	0
4194	473
10446	0
23114	0
6900	1
388730	18
5929	480
25778	292
9911	43
81788	48
55220	0
284576	0
93273	0
101669762	1
105371697	0
442891	0
100189098	0
5129	4
284578	0
148808	4
2005	1419
85414	141
64710	3951
8934	314
254428	658
148811	2
284581	39
115019	7
103021296	24
103021295	0
338382	2
1510	3
440712	0
553	0
729533	24
23380	561
9641	44
102466202	0
83593	23
1939	1450
8444	584
9261	1863
3586	0
29949	0
50604	5
11009	1427
9214	13
5284	0
83953	0
79098	6
5208	182
55432	409
725	0
722	0
1604	1951
1380	0
1378	0
1379	0
4179	4831
407026	0
407025	2
148696	3
947	0
105372883	2
5362	57
642587	0
406988	0
57172	4
3914	13762
100422894	0
50486	0
3290	1445
80342	53
148304	99
3664	3
27042	444
255928	619
574036	14
56256	4
105373474	0
55733	25
3756	0
55758	179
7188	146
84791	111
343035	0
7779	203
4751	250
9926	2098
102723727	1
25896	228
51514	92
100131205	226
100422947	0
101929541	4
5525	865
692157	3
55248	526
29937	2004
101929565	0
467	35
149647	0
55509	16
25936	330
128387	280
149643	1
642946	27
28982	415
79805	14
90806	485
26750	951
100505832	0
100861504	0
5629	9
105372911	0
56950	572
5784	3995
1063	627
3776	41
101929612	0
51133	972
7399	13
102723833	0
2104	1
55105	138
128153	27
103752555	0
100885798	0
101929631	0
51018	289
728463	5
7042	1800
103611157	0
643723	140
127018	715
102723886	4
55532	1
2058	3801
10380	456
55699	1791
406997	4
406969	0
25782	2281
100302234	0
677818	0
6791	13
4139	152
79762	2
54996	80
64757	0
101929730	0
100873924	0
105373280	0
3142	94
400804	0
11221	397
101929771	2
100189378	0
79802	0
9015	227
100506161	8
375056	1206
64853	1445
148362	1188
400823	1
84976	104
7100	0
55061	0
164127	0
388743	0
824	5729
7159	389
105369195	11
441124	5
23219	1686
8560	1239
101927143	0
101927164	1
4931	149
100313769	0
29097	1665
80232	2662
100616468	4
149111	102
127602	561
3930	574
55740	2051
6726	4067
2052	167
9725	216
10637	7
29920	949
102466270	0
7044	0
163859	651
3020	1070
64746	1504
83881	0
286826	130
142	644
375057	0
3707	180
100506443	0
5664	130
56997	229
105379282	1
8476	979
339500	116
100130093	38
65094	211
116841	744
105373289	0
339501	0
7483	6
100847072	0
101060022	0
89780	0
100506571	28
375	9024
100500810	0
79169	40
128308	834
2987	2556
57165	24
574432	2
200205	87
574407	1
84033	79
101927401	0
81559	370
102465444	0
51127	9
8290	0
92815	241
128312	49
100616308	0
149603	2184
100129094	1
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
58480	79
574029	16
100169768	0
105373132	7
5867	971
10638	0
126731	960
58	0
55746	1292
