Geneid	HMEC_C3
84824	160
127943	80
11266	471
102724329	2
22926	1564
25903	62
9722	0
100616386	0
693141	0
284680	0
400793	2
117157	0
127933	10753
6675	2133
4921	5671
51478	647
339512	68
5999	366
8490	87
101928404	0
83540	655
100422212	0
5087	131
100505795	1
4009	0
6258	0
400794	0
440699	0
4259	3037
223	768
440700	0
54499	2779
100147773	2
7371	552
100500832	0
149297	1
100126349	0
116123	0
57645	614
117143	243
387597	0
84944	0
10223	0
92235	0
101928484	1
5451	364
919	2
8804	1930
92241	13
100189211	1
100189019	0
9019	4687
55811	7
25874	1893
55827	1587
100313835	0
23432	1123
261726	2871
375035	115
84832	196
9095	11
693142	0
100505918	0
101928565	0
6846	0
6375	0
1805	0
79100	1
101978719	0
101928596	26
481	563
29922	571
8548	1031
57821	18
10560	701
2153	3
6403	0
6402	0
6401	0
92342	133
55732	434
57147	183
22920	1177
149281	0
100423010	0
100422839	0
284688	0
101928650	4
92344	403
5396	1951
80133	1
2328	0
100302178	0
100847009	0
388714	0
2327	0
2326	0
2329	37
7151	1
23215	2007
4653	0
8674	911
51603	243
26052	30
100874284	0
100628315	3
406996	0
100422882	0
406977	0
102724541	0
92346	0
5279	173
51430	1330
356	0
8995	306
7292	16
100506023	55
101928673	17
9588	6952
284525	1
730159	0
339416	2
27252	226
91687	282
55157	686
100506046	21
60674	2670
26769	3
26802	4
26774	34
26770	2
692198	11
26806	12
692197	1
692196	10
692195	1
619498	33
84614	83
462	0
149041	747
102724601	0
9910	534
9293	1
101928696	0
27101	1222
63931	410
63923	0
9674	1
7143	0
101928727	0
101928751	0
64326	907
677679	3
60676	0
460	0
574441	0
57795	3
102724661	0
101928778	0
89866	15
730102	83
100302401	19
9462	1375
400797	4
84066	0
105373472	1
400798	12
100616328	0
55103	2524
9068	23
9917	2226
64222	260
27	2153
6646	755
126859	6
7827	0
163589	0
148753	0
163590	3424
26092	967
9857	1991
5768	12337
200058	104
89884	1
100527964	8
84320	438
100423032	0
148756	1
9213	588
57710	16
10228	626
3140	179
51278	687
101928973	0
100287948	0
777	0
127665	0
400799	0
2752	2561
127670	0
388719	0
353299	0
6041	54
6004	1
284648	0
85397	0
80896	49
1660	1374
81626	0
3915	12461
3918	22738
23057	584
284649	28
9887	1151
4688	35
10092	4247
23179	271
403314	3
23127	7
116461	829
102724846	0
81563	694
80267	1739
116496	1572
101929069	0
6045	884
81627	735
54823	130
10625	8545
100288079	0
101929093	0
83872	49
10216	7
7175	1703
54953	506
10896	4
102724919	5
5132	9
5743	5947
103752588	9
5321	488
104169671	1
101929766	0
339479	1
101929120	0
440704	0
64407	7
431704	0
5996	0
6003	0
100616345	8
5997	94
102724954	1
51377	427
6738	2262
51022	310
79577	1132
100302163	0
8707	24
101929184	3
343450	11
100616363	0
3075	10
10878	3
3078	1
10877	0
3080	0
81494	0
2165	0
259266	3513
360023	1851
23418	5
163486	534
388722	95
56956	2
140609	2133
127124	0
5788	2
100131234	38
406955	2
406995	0
102800316	0
104266961	0
400800	0
2494	107
554279	3
23528	1076
9928	916
83479	256
101929224	0
23271	1071
2848	0
55765	13
23046	20
779	0
647219	0
252839	632
91156	0
5317	2
7139	0
3898	0
7135	0
23612	288
1465	5109
376693	4
89796	1481
100873949	4
100847050	2
100302158	0
55705	694
102466724	0
149345	208
25802	6
10440	424
6051	423
102465443	0
1999	1
9283	1
127829	154
5778	0
148713	0
59352	37
29089	342
4660	132
127833	7
10765	2195
100506696	31
641515	0
148709	1
5877	63
59349	457
51094	2376
51706	585
100506747	6
92703	1600
8497	13
4656	0
134	0
4608	0
1116	4
1118	0
100506775	0
730227	0
7832	1
2331	0
5549	0
26254	0
493	1345
677843	1
84719	0
54900	0
9877	3504
100381270	1103
6635	1350
284573	0
9580	134
55224	291
101929441	0
5972	29
3814	237
127845	4
22874	129
127841	0
84919	1361
5287	5
100189122	13
100189425	0
4194	480
10446	0
23114	1
6900	5
388730	6
5929	484
25778	237
9911	30
81788	55
55220	0
284576	0
93273	0
101669762	0
105371697	0
442891	0
100189098	0
5129	4
284578	0
148808	7
2005	1228
85414	155
64710	4458
8934	311
254428	547
148811	2
284581	34
115019	11
103021296	13
103021295	0
338382	6
1510	0
440712	0
553	0
729533	51
23380	517
9641	77
102466202	0
83593	9
1939	1226
8444	437
9261	1563
3586	1
29949	0
50604	0
11009	1169
9214	5
5284	0
83953	0
79098	5
5208	177
55432	348
725	2
722	0
1604	1553
1380	0
1378	0
1379	0
4179	4229
407026	1
407025	0
148696	4
947	7
105372883	2
5362	100
642587	0
406988	0
57172	5
3914	10489
100422894	3
50486	0
3290	748
80342	34
148304	105
3664	0
27042	348
255928	583
574036	25
56256	10
105373474	0
55733	41
3756	0
55758	181
7188	156
84791	120
343035	3
7779	186
4751	417
9926	2251
102723727	0
25896	181
51514	302
100131205	182
100422947	0
101929541	1
5525	782
692157	1
55248	436
29937	1543
101929565	0
467	22
149647	0
55509	39
25936	356
128387	296
149643	0
642946	13
28982	395
79805	4
90806	548
26750	725
100505832	0
100861504	0
5629	7
105372911	0
56950	693
5784	4100
1063	1245
3776	65
101929612	0
51133	1097
7399	8
102723833	0
2104	0
55105	189
128153	20
103752555	0
100885798	0
101929631	0
51018	395
728463	2
7042	1215
103611157	0
643723	116
127018	541
102723886	11
55532	0
2058	3017
10380	476
55699	1928
406997	2
406969	0
25782	1791
100302234	0
677818	0
6791	9
4139	100
79762	6
54996	54
64757	4
101929730	0
100873924	0
105373280	0
3142	95
400804	2
11221	452
101929771	0
100189378	0
79802	0
9015	177
100506161	1
375056	941
64853	1328
148362	1264
400823	0
84976	94
7100	1
55061	0
164127	0
388743	0
824	6590
7159	476
105369195	11
441124	0
23219	1704
8560	1251
101927143	0
101927164	1
4931	147
100313769	0
29097	1693
80232	2455
100616468	1
149111	133
127602	435
3930	783
55740	1591
6726	4677
2052	186
9725	281
10637	0
29920	889
102466270	0
7044	0
163859	524
3020	1090
64746	1192
83881	0
286826	155
142	738
375057	0
3707	189
100506443	0
5664	122
56997	133
105379282	2
8476	1097
339500	120
100130093	36
65094	198
116841	670
105373289	0
339501	0
7483	1
100847072	0
101060022	0
89780	0
100506571	15
375	8097
100500810	0
79169	68
128308	823
2987	2382
57165	10
574432	1
200205	115
574407	3
84033	46
101927401	0
81559	286
102465444	0
51127	19
8290	0
92815	169
128312	114
100616308	0
149603	1941
100129094	0
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
58480	133
574029	20
