Geneid	HMECPIT1_2
842	180
23341	696
79814	109
84301	113
6248	89
23207	1672
284723	13
388595	0
54751	2205
440567	45
729614	39
23013	1560
7709	360
101928566	0
149563	0
27129	0
1187	0
1188	1
348487	21
1969	2982
128272	160
101927546	0
79363	23
54455	529
26099	2261
374955	8
55707	1278
114819	79
26871	32
100126512	26
100126517	0
102724970	0
100133301	0
7195	6
55672	284
84809	114
11209	34
26869	27
729574	0
100126533	13
284729	0
100189045	2
102723383	0
6060	5
11223	1
100500876	0
100189298	3
7193	0
791226	0
9696	104
26870	27
4237	126
23400	812
6390	2597
11240	82
29943	28
51702	53
100616188	0
23569	3
353238	0
55920	1686
55160	131
81569	0
101927876	0
84966	0
127707	0
5081	0
80834	0
8659	171
100616120	0
100302276	0
126917	281
23352	8852
23065	3679
51154	542
246181	10
22977	11
100506730	43
8574	1388
54896	344
832	3601
100532736	0
440574	427
644068	18
4681	28
3362	3
255104	176
54546	0
23252	300
30814	0
5320	0
5322	0
26279	0
64600	0
391013	0
127733	0
101928017	0
127731	0
339505	3
55450	485
79594	486
163933	4
978	1459
65018	1164
102464833	0
100861548	68
1650	4261
57576	5
400745	105
50809	4534
8672	2249
100302155	2
1889	5174
100506801	23
84224	226
249	0
5909	16
84196	1003
401944	6
3339	2563
23436	0
10136	0
101928043	4
29092	115
998	8424
54361	21
100616433	0
9923	388
2046	0
102466615	0
712	0
714	0
713	0
2048	345
100616391	1
100422914	0
646262	2
729059	4
23028	2266
100422866	4
100616177	1
7798	2284
3352	39
100996511	101
10236	1660
80818	643
148898	76
6920	12
55616	1851
1870	18
101928163	4
3399	1041
259283	0
6135	10778
6924	958
100506963	23
57095	943
11313	809
2582	1051
3155	902
2517	426
1269	0
100616492	0
55629	1681
10772	1710
127294	1
58985	8
163702	58
284632	0
57822	9
90529	236
57185	1297
100750325	2
11123	691
100506985	250
400746	0
10250	1463
25932	31482
864	24
102465437	0
100616365	2
25949	403
57035	1259
6007	35
23585	684
6006	101
55219	924
26119	627
57134	1
57190	2098
56181	644
646471	25
79000	171
164091	594
3925	1348
100500808	0
5051	302
2134	5
7780	0
105376910	0
84676	2
149420	151
79927	0
105376887	0
51042	62
10256	4
378807	0
101928303	0
64793	874
83442	5014
91544	96
1043	0
55057	0
257101	0
79727	0
79947	846
101928324	8
3151	5456
6195	709
100302190	0
101928728	47
8289	1586
55650	494
84243	543
2810	461
54707	535
63906	97
10726	989
8431	0
126695	3
388610	882
115572	286
6548	263
23038	773
84065	445
644961	32
100887744	0
84958	15
9064	1032
8547	2
388611	0
2827	165
10163	3324
27245	166
2268	3
2537	457
199870	322
23673	1819
5511	930
677774	1
9473	403
6118	414
27293	0
55113	370
2140	807
5724	1
22826	1631
93974	108
83667	229
54797	340
65979	405
1104	882
8420	511
6080	894
26768	2044
54952	387
85028	476
692212	13
677838	36
677825	32
692073	73
115273	7
6883	735
26824	208
10691	284
105376911	3
51441	1416
4985	0
2035	179
399474	257
6429	981
51102	91
10076	218
101928460	2
101929406	0
4146	4
100129196	16
7805	40
100616164	0
400748	0
9672	785
9698	2512
692234	2
692235	4
692200	6
79570	69
9410	941
51538	861
2170	23
347735	94
149086	0
284551	0
64129	499
3061	9
553115	1521
1307	615
576	149
100423028	0
90853	1467
8073	3938
10657	3489
55116	290
100847018	0
23633	5149
200081	1755
79140	148
56063	105
55721	57
149069	19
8668	3196
339483	49
84734	3
3932	0
3065	1062
65108	247
100128071	26
81629	49
55108	1225
728116	0
653121	444
339487	481
5928	2183
81493	471
57648	374
8565	1287
64766	781
252995	14
3208	9
113452	310
127544	756
204	2114
113451	132
55223	114
149076	293
127550	6
1912	5145
100500853	14
101929464	21
7579	267
114784	1
127540	0
402779	0
84970	0
693137	0
2709	4
127534	0
2707	1
2701	4
113444	308
58512	1
653160	17
100506144	456
9204	621
79830	1371
6421	3673
9202	1306
79932	1052
23154	760
339488	14
5690	2850
127703	119
63967	248
192670	522
26523	1016
192669	1664
27285	0
54936	381
1296	269
27095	503
55700	1565
9967	1163
79729	130
55194	1871
83931	122
84967	108
127700	244
64960	815
1441	1
2899	0
100422898	0
728431	34
80149	1081
102465438	1
64769	953
100847010	4
79753	366
7802	16
29889	1845
284654	0
54955	420
55143	671
284656	0
149175	362
79693	879
127687	842
4520	791
3633	240
10946	1497
2275	69
51118	858
5453	2
100500801	0
339442	0
64121	768
100527950	0
26292	0
81025	0
54933	10
79647	2011
4725	2060
23499	9676
643314	1478
105378950	2
353500	21
728448	11
8761	4301
101929516	24
677834	12
26508	0
84618	1
51440	0
10450	950
656	57
64064	3
105378951	0
101929536	1
54802	284
4610	4
84879	1216
10487	17516
5538	1975
6018	1591
127391	0
10269	1888
1298	50
64744	1235
65243	193
339559	125
64789	17
127396	91
9783	14
100130557	16
4802	372
407034	0
407031	0
9132	0
163732	1541
1503	1899
100507178	35
200172	30
22955	384
100132074	0
1907	2
59269	473
2981	0
2980	0
22887	1772
284716	0
84217	8
79717	426
728621	6
10465	281
4904	4681
149461	8
64175	4232
79078	166
100129924	3
374969	139
114625	129
51058	88
339539	0
6513	4297
440584	6
105378684	1
440585	5
10969	1392
102465439	0
149465	13
128218	4
149466	0
7075	8
4352	6
991	2222
64834	898
102466723	0
112950	840
23334	1096
102465440	0
81888	24
5792	1700
9682	750
100132774	33
6487	528
101929592	1
102464830	1
9048	92
9670	1059
1802	479
533	2543
8704	2559
149473	71
6536	152
128209	32
105378952	0
55929	170
79033	1114
100874278	14
55182	635
100847089	0
79639	128
339541	4
26828	195
26830	20
11004	2500
6202	29163
26811	153
94161	36
94162	2
94163	2
266675	16
1263	513
343521	25
149478	69
8643	29
8891	565
79654	583
7389	2776
57643	186
400752	1
84842	17
4595	174
114034	245
10420	200
126661	70
25974	117
5052	8199
10327	1079
4678	263
149483	41
60313	3556
728963	11
51249	473
3652	260
23139	901
8503	215
101929626	1
10103	8
55624	1818
541468	15
8438	127
10489	2761
7388	2070
387338	391
2166	11
729041	0
101929651	0
127343	0
100507423	6
148930	0
8569	164
148932	215
64756	568
374973	15
100130197	7
9813	4846
1580	0
163720	0
1579	0
260293	1
199974	4
284541	2
100874253	1
10158	6
6886	0
6491	864
51727	6302
102724077	13
2301	0
84793	21
2306	28
388630	0
391037	0
200010	0
54558	36
84871	0
79656	0
101929721	0
100874313	0
1996	0
63950	1
11124	1735
1031	136
100616189	2
102466656	0
284546	0
26994	4524
22996	34
102724097	0
2060	2597
114883	2629
4898	4837
100313892	0
5865	2948
51060	1520
112970	0
104355143	9
91408	1490
9372	1553
200014	605
4998	140
84950	262
23318	687
105378722	7
2882	1
348378	0
65260	334
79699	1952
440590	0
55268	42
6342	1151
100616156	0
100616458	0
100616145	0
127435	0
6512	0
1376	769
54987	639
4116	186
100507564	10
7804	1751
163742	0
63948	0
148979	169
105369175	47
55706	1665
54432	441
1733	18
51668	994
115353	769
388633	0
9528	4386
127428	164
100616315	0
200008	0
606495	38
51253	1038
23648	153
619518	23
26027	29
338094	1
374977	0
100527960	0
7268	18
25973	112
55001	0
163747	12
1718	3035
100126514	0
199964	5
7809	0
255738	3
23358	2481
100507634	1
100616272	0
8613	290
5563	53
199920	1
731	0
732	0
1600	0
101926890	0
115209	357
4070	1196
114803	513
3725	1809
100131060	15
101926925	37
729467	0
55277	182
100616409	0
101926944	0
51361	0
1573	0
127795	0
101926964	0
100996570	0
4774	271
645030	6
414927	0
83941	425
10207	330
100422902	0
100422946	0
54596	0
163782	0
7398	1260
85440	2078
27329	33
84938	199
199899	2
100996301	6
27022	7
102464823	0
29929	362
23421	475
84455	196
79469	7
5236	1977
4919	1
101927034	0
148581	0
57685	181
100616338	0
55225	509
3716	8329
101927084	4
105378775	5
100500854	1
406893	0
205	643
9829	215
54741	2345
3953	926
5142	4351
101927139	0
84251	37
100422871	1
200132	0
10022	0
79819	109
57708	1691
23169	1234
400757	0
149233	0
3595	3
26135	2776
1647	90
55970	15451
100289178	46
9077	5
79971	329
100302279	2
6121	0
55635	2519
101927220	2
57554	19
5301	0
55631	648
9295	3047
81573	1240
11147	68
1491	143
101927244	0
5733	0
100132618	44
9406	1482
406962	19
100852410	3
257194	315
100852409	0
101927295	0
127255	34
100526835	1
8790	238
51086	1
105378804	0
105378803	0
127254	0
101927320	0
1429	461
127253	397
431707	0
204962	0
34	417
1744	21
5876	1728
692085	45
26805	31
26804	14
4438	1
127247	0
101927342	0
256435	2
81849	6
102466995	0
10026	2709
26289	2015
26009	2910
23032	2757
374986	1842
374987	36
91624	298
8880	1105
11080	570
54810	10
149047	6
5737	1342
10964	69
10561	53
64123	0
101927412	0
23266	497
101927434	0
101927498	0
101927587	0
101927560	0
79739	216
5567	763
148418	16
391051	0
58511	0
80135	626
2787	1019
100505741	46
1486	627
103695366	3
439927	0
117178	234
23566	461
255231	6
55283	0
126820	1
100616481	0
84144	2
148423	341
8915	670
646626	8
23576	1984
3491	3425
54680	429
255631	0
57489	488
102465842	1
9635	0
1179	0
22802	0
9629	0
105378828	1
51100	3528
9403	2397
9653	1131
339524	0
101927844	0
105378832	1
8543	1294
100505768	0
101927891	2
5586	1972
2959	410
56267	987
494115	491
2635	710
2633	343
2634	74
388646	5
115361	0
115362	11
729930	0
163351	0
400759	0
23507	27
84230	1431
400761	11
55144	1002
105378846	15
492303	11
284695	152
343472	0
84146	1583
164045	3
8317	229
7049	336
676	0
253152	75
646817	0
284697	42
23285	205
388649	7
11146	224
79871	536
2672	15
7813	926
6125	15019
388650	455
6083	4
26782	19
22823	300
50999	3458
343099	215
100131564	117
1810	2340
54874	1060
100126520	1
8412	4617
100129046	73
100126348	12
100189133	8
30836	941
2730	1885
24	20
9411	4849
5825	1669
2152	21269
101928079	5
100616321	0
126969	27
1266	3518
105378862	18
729970	7
199857	120
101928098	1
148534	11
100527978	9
101928118	1
25950	76
440594	0
100996635	0
102723661	0
101928241	0
58155	372
1806	1986
100873932	11
100873933	30
400765	5
100616452	0
406928	0
729987	0
51375	402
163404	0
100129620	0
9890	0
101928270	0
54873	8
391059	84
178	641
23443	753
64645	2601
163786	183
54482	207
127495	2
1629	784
100506007	3
8634	801
693138	1
8556	111
54112	0
100128787	1
7412	1
2135	499
148867	3168
51611	329
102606465	66
101928334	0
101928370	0
1901	0
104355286	0
118427	0
94236	0
1301	0
101928436	0
55599	132
280	6
648740	1
279	0
276	0
277	3
278	0
100129138	0
101928476	0
55170	118
22854	452
10451	504
102465839	0
100873946	2
29957	2797
148545	0
653149	0
284611	1380
113802	13
55119	436
163479	1
6814	639
254268	17
642864	0
29899	946
23155	494
22911	485
6884	346
56900	1494
677766	11107
127003	3
57535	1
6301	1362
1952	25
84722	256
343263	0
6272	20
5686	1236
284612	0
127002	42
284613	39
57463	14
83873	3
2773	2823
406974	10
2780	35
271	1393
2948	63
2946	11
2944	0
2949	0
2947	42
79574	0
1435	117
10768	2963
85369	325
257	29
104355139	0
164153	0
388662	0
100873974	1
3749	193
440600	5
64783	607
9122	1964
10542	775
101410535	6
84432	0
643160	0
440602	0
3744	0
3737	0
3738	0
963	2
55791	485
128338	969
10390	574
79961	15
1117	0
149620	0
27159	0
128344	0
441897	0
5016	14
79084	354
515	3402
128346	12
57413	0
140	0
100129269	0
5906	876
55924	80
100506343	11
101928718	4
11218	558
3752	0
100874295	0
100873995	0
643355	0
55917	628
100422976	0
7482	28
54879	200
829	6135
4343	625
389	2981
333926	42
284467	12
100996702	35
6566	2225
246182	10
100506392	37
100996251	3
9860	582
643441	0
260425	480
10745	448
54665	592
100287722	5
26191	718
440603	2
10717	423
64858	158
101928846	5
204851	1769
56944	1094
148281	20
51592	1262
10286	475
163259	18
270	1
4893	2969
7812	10227
80143	1287
6847	0
7252	0
10100	0
4803	54
81839	987
845	0
4808	0
101928995	0
101928977	3
55356	142
126868	4
476	2955
84852	17
101929023	0
965	177
100616384	0
3321	178
100302117	0
388667	0
914	0
5738	1551
9398	11
101929099	7
8458	499
100126331	0
80263	105
79679	0
104355292	0
10905	1669
100996263	0
54855	94
54834	968
10885	844
200162	4
6913	27
10352	240
104472716	1
101929147	38
51179	0
100874270	0
3284	0
3283	0
128102	34
644242	107
90874	736
26227	491
3158	0
83998	0
343505	0
11085	1
4853	12441
9554	2557
105378954	5
728841	747
767846	24
100996724	706
101929796	185
101060684	320
100189005	19
101954277	63
653505	0
728855	4
101954264	9
100189257	0
105369199	0
100996721	0
100126488	4
101929798	0
2210	0
100996318	0
337875	0
653820	106
653464	503
100873165	5
647121	21
101929815	0
100189261	0
101954269	0
26863	54
791227	0
105369140	0
388692	0
100189142	0
100189326	0
199882	0
100189356	0
100132417	0
100996713	0
554282	3
100996712	19
101060524	0
730262	0
101954267	26
100189323	22
284565	1408
100189127	0
728945	0
105371215	0
1818	0
645166	3
647135	439
728833	106
101929805	1
102724235	4
103091866	41
645142	0
101954266	44
7214	22
100288142	456
100126510	0
101060254	0
101929780	33
653519	357
5174	28
11126	11
27246	737
10623	723
200035	41
10401	1797
102466191	0
148741	0
8515	180
8799	587
114814	28
9939	1017
128077	2979
84265	203
284615	108
10628	13443
148738	0
100189384	2
100189064	0
100188991	0
100189198	0
101954276	93
101928979	32
100132406	890
388677	1053
170688	0
105371242	0
102724558	0
100288805	0
105373468	15
149013	237
728989	0
100189334	0
101447996	43
644861	0
5565	823
171423	84
2330	31
9557	1181
100289211	0
607	208
51205	120
2702	27
2703	0
51463	165
100034743	15
100189140	0
26864	62
100189193	0
200030	235
101927468	0
100189056	4
100189307	0
100189174	0
100188998	0
100847044	80
101954273	1
102466225	0
26860	6
100132057	8
101954272	3
388685	26
644591	0
25832	1763
100996763	1217
440672	1
9659	4345
400818	736
653513	273
100996761	4
101060226	635
653598	0
57234	8
644634	0
100189228	0
102723955	0
100189059	0
440689	2362
2209	1
101927767	0
653604	1737
8370	58
105371405	0
126961	10
8337	73
337873	12
723790	117
333932	17
554313	18
8349	3539
8338	6290
317772	2078
51027	78
9900	570
10262	419
10903	593
56957	572
105373477	3
11311	709
51177	561
81611	889
23632	11
51107	1804
79630	10
148523	5
54460	2049
9129	927
23248	859
80222	625
102465529	0
1893	1159
100874054	4
54507	286
105371437	4
100422997	0
574406	129
4170	26193
2029	2051
55204	956
84072	0
1520	538
1513	99
405	1091
9869	713
29956	6041
8416	17
55793	60
58497	367
149428	2
54964	59
56882	822
10962	775
126626	126
10500	35
100534012	0
79626	2
388695	209
79005	33
29765	16
6944	1068
8394	3649
5710	1593
57592	933
5298	1386
5993	1591
8991	0
5692	9410
23126	2254
57530	0
7286	67
693139	2
81609	1557
11189	0
284485	0
65005	646
51686	21
11022	195
339398	0
6097	1
100191040	2
100132111	0
284486	0
117145	294
6281	7196
441908	6
6282	3528
100131107	0
126637	0
7062	1
126638	0
388697	0
2312	0
339400	0
388698	0
49860	1
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	0
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6702	0
6706	0
101928009	0
149018	0
574414	2
4014	0
114771	0
57115	0
6280	252
6283	0
6279	103
338324	0
645922	0
6278	5
6277	44664
6276	18
6275	1339
101928034	2
6274	92
6273	501
140576	9706
57402	2
6284	2795
6271	12
26097	449
23557	628
3608	5063
100189015	7
4881	111
102466879	0
65123	22
11000	1
343052	0
105371448	1
57459	39
9909	696
200186	311
27173	3534
102465441	0
148327	135
10899	2552
5872	2408
6232	19565
91181	22
100847024	0
7170	7517
100126346	0
388701	0
25912	1790
9898	2557
10456	2828
89872	0
57198	851
3570	213
126669	0
126668	2
55585	525
100874097	7
1141	26
103	6248
3782	35
10654	129
57326	311
90780	696
101928120	14
6464	9644
1163	1579
100423020	1
80308	598
55891	2
51043	305
127579	6
149095	1
100505666	16
8751	1767
1945	191
1944	32
1942	25
55974	1716
54344	1254
200185	882
80128	84
4582	52
693235	0
7059	266
4580	439
2630	5
2629	54
10712	0
10067	0
1196	0
57657	0
5313	2
2224	5846
284618	13
23623	521
55870	3067
693140	0
645682	2
645676	26
55154	101
55249	922
7818	2425
100129405	31
54856	937
23208	753
6016	1130
22889	688
677823	2
677771	5
339403	14
9181	1337
102465442	0
105371729	0
6746	7088
56893	645
28956	510
57111	0
92312	97
4000	12114
64218	20
9673	471
11243	377
100527963	2
632	4
79957	50
23381	2446
84283	106
112770	817
391104	4
7203	8587
128229	4
57127	0
10485	0
407046	0
4209	898
128239	1244
164118	2
128240	1879
54865	274
101928177	3
60484	3
63827	1
10763	59
1382	10
81875	715
51093	285
79590	742
3068	12615
5546	836
9047	146
4914	12
3645	3
375033	184
149499	3
9826	882
768220	0
440695	6
2117	913
360155	0
83416	0
83417	0
115352	0
79368	0
115350	0
922	0
55243	4141
646268	4
912	89
909	0
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	0
149628	0
3428	1423
9447	3
100189166	0
57863	0
100131825	0
2532	0
2205	0
441911	0
26476	0
127385	0
325	0
1401	0
54935	435
343413	1
56833	22
284677	46
391123	52
25790	22
100422852	0
8407	5947
57549	0
89886	0
100505633	0
93183	83
3766	0
3765	5
93185	2104
477	0
480	0
844	2
729867	14
8682	2376
50717	1602
5824	2395
4807	7
1314	12129
474338	23
23385	2368
57216	0
114836	0
8832	0
6504	0
962	0
57823	0
4063	0
51744	0
55600	0
101928372	0
142683	0
50848	1568
100131187	0
7391	681
257106	23
81607	3
126823	3
5202	317
4817	807
9191	507
51506	927
27005	320
5498	365
8703	586
9507	1260
4720	1396
2207	4
336	0
84134	232
100847090	1
9970	6
654790	0
4359	7
6391	1190
257177	81
100189373	0
100189407	0
100189402	3
100188997	3
100189412	0
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	1
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	0
2212	6
100189380	0
3310	15
100189018	2
100189011	4
100189126	4
2214	0
9103	0
3311	0
100189003	0
2215	0
2213	0
641311	1
84824	168
127943	70
11266	487
102724329	5
22926	2591
25903	161
9722	3
100616386	0
693141	0
284680	1
400793	11
117157	2
127933	15385
6675	3975
4921	9296
51478	645
339512	71
5999	436
8490	121
101928404	0
83540	943
100422212	0
5087	205
100505795	0
4009	0
6258	0
400794	0
440699	0
4259	3130
223	1373
440700	2
54499	2874
100147773	3
7371	891
100500832	0
149297	3
100126349	0
116123	0
57645	1060
117143	360
387597	0
84944	0
10223	0
92235	0
101928484	0
5451	649
919	3
8804	2706
92241	7
100189211	0
100189019	0
9019	7886
55811	25
25874	1942
55827	2278
100313835	3
23432	1925
261726	3299
375035	162
84832	475
9095	33
693142	0
100505918	0
101928565	0
6846	0
6375	0
1805	0
79100	0
101978719	0
101928596	49
481	769
29922	761
8548	1370
57821	22
10560	949
2153	7
6403	0
6402	2
6401	1
92342	113
55732	589
57147	277
22920	1386
149281	0
100423010	0
100422839	0
284688	0
101928650	8
92344	496
5396	2998
80133	0
2328	0
100302178	0
100847009	0
388714	0
2327	0
2326	0
2329	19
7151	0
23215	3716
4653	0
8674	1069
51603	310
26052	36
100874284	1
100628315	3
406996	0
100422882	0
406977	0
102724541	0
92346	1
5279	125
51430	1930
356	0
8995	183
7292	27
100506023	53
101928673	17
9588	6912
284525	0
730159	0
339416	1
27252	310
91687	319
55157	889
100506046	34
60674	2650
26769	0
26802	8
26774	34
26770	3
692198	10
26806	14
692197	3
692196	11
692195	0
619498	53
84614	119
462	2
149041	1169
102724601	0
9910	810
9293	12
101928696	2
27101	1101
63931	355
63923	0
9674	0
7143	0
101928727	0
101928751	0
64326	964
677679	1
60676	4
460	0
574441	0
57795	0
102724661	0
101928778	0
89866	35
730102	118
100302401	17
9462	2194
400797	5
84066	0
105373472	1
400798	18
100616328	0
55103	4618
9068	82
9917	2949
64222	440
27	3711
6646	1031
126859	5
7827	0
163589	0
148753	0
163590	5062
26092	1297
9857	3571
5768	14516
200058	139
89884	18
100527964	15
84320	424
100423032	0
148756	5
9213	847
57710	12
10228	707
3140	276
51278	687
101928973	0
100287948	0
777	0
127665	0
400799	0
2752	3093
127670	0
388719	0
353299	1
6041	111
6004	0
284648	0
85397	0
80896	65
1660	1996
81626	0
3915	18887
3918	27464
23057	708
284649	17
9887	1672
4688	40
10092	5554
23179	344
403314	2
23127	11
116461	802
102724846	0
81563	764
80267	2784
116496	2883
101929069	0
6045	932
81627	788
54823	137
10625	10990
100288079	5
101929093	0
83872	68
10216	7
7175	2643
54953	612
10896	3
102724919	5
5132	6
5743	8056
103752588	15
5321	526
104169671	0
101929766	0
339479	0
101929120	0
440704	0
64407	13
431704	0
5996	0
6003	2
100616345	14
5997	95
102724954	10
51377	718
6738	2950
51022	286
79577	1741
100302163	0
8707	42
101929184	0
343450	18
100616363	0
3075	16
10878	0
3078	0
10877	0
3080	0
81494	0
2165	0
259266	5698
360023	2186
23418	6
163486	862
388722	97
56956	0
140609	2668
127124	0
5788	2
100131234	40
406955	2
406995	0
102800316	0
104266961	0
400800	0
2494	152
554279	5
23528	1484
9928	1436
83479	340
101929224	1
23271	1769
2848	0
55765	13
23046	17
779	0
647219	0
252839	554
91156	0
5317	1
7139	0
3898	0
7135	0
23612	235
1465	6475
376693	8
89796	3268
100873949	9
100847050	0
100302158	0
55705	1163
102466724	0
149345	152
25802	15
10440	696
6051	750
102465443	1
1999	2
9283	4
127829	170
5778	0
148713	3
59352	100
29089	402
4660	194
127833	4
10765	3337
100506696	38
641515	0
148709	3
5877	89
59349	524
51094	2859
51706	621
100506747	2
92703	1600
8497	26
4656	0
134	0
4608	0
1116	0
1118	0
100506775	0
730227	0
7832	0
2331	0
5549	0
26254	0
493	2800
677843	0
84719	5
54900	0
9877	4771
100381270	2069
6635	1215
284573	0
9580	296
55224	299
101929441	1
5972	33
3814	174
127845	3
22874	232
127841	0
84919	1845
5287	17
100189122	11
100189425	0
4194	738
10446	0
23114	0
6900	6
388730	23
5929	627
25778	457
9911	59
81788	90
55220	0
284576	0
93273	0
101669762	0
105371697	0
442891	0
100189098	0
5129	42
284578	0
148808	6
2005	1901
85414	145
64710	6450
8934	457
254428	891
148811	7
284581	79
115019	12
103021296	32
103021295	0
338382	6
1510	0
440712	0
553	0
729533	72
23380	1024
9641	92
102466202	0
83593	39
1939	1378
8444	636
9261	2253
3586	1
29949	0
50604	1
11009	1601
9214	22
5284	0
83953	0
79098	5
5208	215
55432	554
725	0
722	0
1604	1653
1380	0
1378	0
1379	0
4179	4643
407026	3
407025	3
148696	5
947	4
105372883	0
5362	104
642587	0
406988	0
57172	46
3914	13346
100422894	3
50486	0
3290	819
80342	48
148304	136
3664	2
27042	544
255928	895
574036	22
56256	6
105373474	0
55733	35
3756	0
55758	296
7188	192
84791	113
343035	0
7779	195
4751	589
9926	2722
102723727	0
25896	319
51514	415
100131205	182
100422947	0
101929541	3
5525	914
692157	1
55248	442
29937	1538
101929565	0
467	55
149647	0
55509	16
25936	411
128387	273
149643	0
642946	31
28982	523
79805	5
90806	623
26750	1010
100505832	0
100861504	0
5629	14
105372911	0
56950	694
5784	7705
1063	2262
3776	71
101929612	0
51133	1411
7399	24
102723833	0
2104	4
55105	303
128153	19
103752555	0
100885798	0
101929631	0
51018	426
728463	9
7042	2142
103611157	0
643723	130
127018	530
102723886	5
55532	0
2058	4426
10380	571
55699	2395
406997	4
406969	0
25782	2417
100302234	0
677818	0
6791	21
4139	121
79762	5
54996	67
64757	2
101929730	0
100873924	0
105373280	1
3142	138
400804	0
11221	636
101929771	0
100189378	0
79802	0
9015	226
100506161	1
375056	1771
64853	2630
148362	1798
400823	0
84976	120
7100	1
55061	7
164127	0
388743	0
824	10781
7159	716
105369195	14
441124	1
23219	2052
8560	1805
101927143	0
101927164	0
4931	193
100313769	0
29097	1630
80232	3667
100616468	5
149111	147
127602	447
3930	1006
55740	2539
6726	4480
2052	168
9725	480
10637	0
29920	1025
102466270	0
7044	0
163859	595
3020	1703
64746	1845
83881	0
286826	166
142	1265
375057	0
3707	228
100506443	0
5664	127
56997	107
105379282	11
8476	2138
339500	170
100130093	24
65094	127
116841	690
105373289	4
339501	0
7483	1
100847072	0
101060022	0
89780	0
100506571	23
375	9971
100500810	0
79169	62
128308	749
2987	2184
57165	12
574432	7
200205	113
574407	15
84033	117
101927401	0
81559	305
102465444	0
51127	13
8290	0
92815	167
128312	97
100616308	0
149603	1720
100129094	0
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
